"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Azerbaijan","AZE","2018","4.033","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Bangladesh","BGD","2018","20.785","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Belarus","BLR","2018","5.185","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Belgium","BEL","2018","3.306","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Belize","BLZ","2018","6.623","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Benin","BEN","2018","13.229","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Bhutan","BTN","2018","8.431","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Bolivia","BOL","2018","15.490","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Bosnia and Herzegovina","BIH","2018","2.700","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Botswana","BWA","2018","15.165","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Brazil","BRA","2018","5.288","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Bulgaria","BGR","2018","4.095","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Burkina Faso","BFA","2018","10.604","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Burundi","BDI","2018","20.128","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cabo Verde","CPV","2018","10.215","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cambodia","KHM","2018","8.198","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cameroon","CMR","2018","19.050","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Canada","CAN","2018","1.685","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Central African Republic","CAF","2018","18.078","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Chad","TCD","2018","14.592","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Chile","CHL","2018","4.753","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","China","CHN","2018","5.858","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Colombia","COL","2018","9.953","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Comoros","COM","2018","7.346","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Congo, Dem. Rep.","COD","2018","31.882","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Costa Rica","CRI","2018","5.843","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cote d'Ivoire","CIV","2018","15.417","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Croatia","HRV","2018","2.837","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cuba","CUB","2018","3.373","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Cyprus","CYP","2018","2.950","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Czechia","CZE","2018","2.881","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Denmark","DNK","2018","2.043","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Dominican Republic","DOM","2018","7.780","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Ecuador","ECU","2018","6.607","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Egypt, Arab Rep.","EGY","2018","11.890","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","El Salvador","SLV","2018","4.765","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Equatorial Guinea","GNQ","2018","25.637","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Estonia","EST","2018","2.739","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Eswatini","SWZ","2018","15.972","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Ethiopia","ETH","2018","22.823","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Fiji","FJI","2018","16.381","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Finland","FIN","2018","5.558","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","France","FRA","2018","3.514","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Gabon","GAB","2018","20.892","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Gambia, The","GMB","2018","8.963","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Georgia","GEO","2018","2.179","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Ghana","GHA","2018","9.456","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Greece","GRC","2018","3.677","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Grenada","GRD","2018","5.554","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Guatemala","GTM","2018","6.334","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Guinea","GIN","2018","18.631","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Guyana","GUY","2018","8.535","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Haiti","HTI","2018","10.073","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Honduras","HND","2018","6.845","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Hong Kong SAR, China","HKG","2018","1.734","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Hungary","HUN","2018","4.225","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Iceland","ISL","2018","1.785","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","India","IND","2018","15.851","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Indonesia","IDN","2018","7.526","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Iran, Islamic Rep.","IRN","2018","15.232","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Ireland","IRL","2018","2.704","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Israel","ISR","2018","4.406","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Italy","ITA","2018","2.220","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Jamaica","JAM","2018","5.670","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Japan","JPN","2018","3.025","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Jordan","JOR","2018","12.132","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Kazakhstan","KAZ","2018","4.939","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Kenya","KEN","2018","21.415","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Kiribati","KIR","2018","19.457","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Korea, Rep.","KOR","2018","8.751","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Kyrgyz Republic","KGZ","2018","11.622","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Lao PDR","LAO","2018","6.712","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Latvia","LVA","2018","4.353","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Lesotho","LSO","2018","14.312","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Liberia","LBR","2018","23.154","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Lithuania","LTU","2018","4.121","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Luxembourg","LUX","2018","2.718","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Malawi","MWI","2018","15.167","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Maldives","MDV","2018","5.274","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Mali","MLI","2018","16.716","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Malta","MLT","2018","3.076","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Marshall Islands","MHL","2018","14.965","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Mexico","MEX","2018","8.939","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Micronesia, Fed. Sts.","FSM","2018","18.807","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Moldova","MDA","2018","8.172","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Mongolia","MNG","2018","9.334","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Montenegro","MNE","2018","3.515","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Morocco","MAR","2018","8.530","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Mozambique","MOZ","2018","15.655","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Myanmar","MMR","2018","8.701","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Namibia","NAM","2018","14.881","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Nauru","NRU","2018","15.537","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Nepal","NPL","2018","10.346","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Netherlands","NLD","2018","3.533","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","New Zealand","NZL","2018","3.154","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Nicaragua","NIC","2018","5.557","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Niger","NER","2018","13.872","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Nigeria","NGA","2018","11.686","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","North Macedonia","MKD","2018","3.328","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Norway","NOR","2018","3.361","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Pakistan","PAK","2018","14.595","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Palau","PLW","2018","10.850","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Panama","PAN","2018","6.422","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Papua New Guinea","PNG","2018","25.467","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Paraguay","PRY","2018","4.856","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Peru","PER","2018","9.085","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Philippines","PHL","2018","4.913","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Poland","POL","2018","2.603","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Portugal","PRT","2018","3.583","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Romania","ROU","2018","6.685","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Rwanda","RWA","2018","21.474","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Samoa","WSM","2018","13.500","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Sao Tome and Principe","STP","2018","15.504","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Senegal","SEN","2018","10.841","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Serbia","SRB","2018","2.988","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Sierra Leone","SLE","2018","17.190","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Singapore","SGP","2018","1.962","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Slovak Republic","SVK","2018","4.400","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Slovenia","SVN","2018","2.605","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Solomon Islands","SLB","2018","23.639","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","South Africa","ZAF","2018","11.044","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","South Sudan","SSD","2018","24.025","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Spain","ESP","2018","2.558","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Sri Lanka","LKA","2018","3.327","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Sudan","SDN","2018","14.827","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Suriname","SUR","2018","5.868","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Sweden","SWE","2018","4.814","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Switzerland","CHE","2018","1.220","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Tajikistan","TJK","2018","11.961","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Tanzania","TZA","2018","21.694","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Thailand","THA","2018","7.118","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Timor-Leste","TLS","2018","24.646","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Togo","TGO","2018","11.189","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Tonga","TON","2018","12.098","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Trinidad and Tobago","TTO","2018","5.631","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Tunisia","TUN","2018","8.341","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Turkiye","TUR","2018","9.517","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Tuvalu","TUV","2018","15.365","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Uganda","UGA","2018","24.217","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Ukraine","UKR","2018","8.274","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","United Kingdom","GBR","2018","3.590","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","United States","USA","2018","4.213","female, Modeled, 15+"
