country,date,measure,value
Wales,2012-12,T01:106 (Aged 35-49 - All : All People ),599500
Wales,2012-12,T01:124 (Aged 35-49 - Inactive : All People ),95100
Wales,2012-12,T01:127 (Aged 50+ - All : All People ),1153700
Wales,2012-12,T01:145 (Aged 50+ - Inactive : All People ),722100
Wales,2012-12,T01:148 (Aged 50-64 - All : All People ),588200
Wales,2012-12,T01:166 (Aged 50-64 - Inactive : All People ),203500
Scotland,2012-12,T01:22 (Aged 16-64 - All : All People ),3420100
Scotland,2012-12,T01:40 (Aged 16-64 - Inactive : All People ),793900
Scotland,2012-12,T01:43 (Aged 16-19 - All : All People ),255100
Scotland,2012-12,T01:61 (Aged 16-19 - Inactive : All People ),112400
Scotland,2012-12,T01:64 (Aged 20-24 - All : All People ),367700
Scotland,2012-12,T01:82 (Aged 20-24 - Inactive : All People ),93200
Scotland,2012-12,T01:85 (Aged 25-34 - All : All People ),669800
Scotland,2012-12,T01:103 (Aged 25-34 - Inactive : All People ),95400
Scotland,2012-12,T01:106 (Aged 35-49 - All : All People ),1098900
Scotland,2012-12,T01:124 (Aged 35-49 - Inactive : All People ),154900
Scotland,2012-12,T01:127 (Aged 50+ - All : All People ),1938100
Scotland,2012-12,T01:145 (Aged 50+ - Inactive : All People ),1177100
Scotland,2012-12,T01:148 (Aged 50-64 - All : All People ),1028500
Scotland,2012-12,T01:166 (Aged 50-64 - Inactive : All People ),338200
Northern Ireland,2012-12,T01:22 (Aged 16-64 - All : All People ),1158600
Northern Ireland,2012-12,T01:40 (Aged 16-64 - Inactive : All People ),320000
Northern Ireland,2012-12,T01:43 (Aged 16-19 - All : All People ),96600
Northern Ireland,2012-12,T01:61 (Aged 16-19 - Inactive : All People ),74300
Northern Ireland,2012-12,T01:64 (Aged 20-24 - All : All People ),121300
Northern Ireland,2012-12,T01:82 (Aged 20-24 - Inactive : All People ),37300
Northern Ireland,2012-12,T01:85 (Aged 25-34 - All : All People ),245700
Northern Ireland,2012-12,T01:103 (Aged 25-34 - Inactive : All People ),32300
Northern Ireland,2012-12,T01:106 (Aged 35-49 - All : All People ),379700
Northern Ireland,2012-12,T01:124 (Aged 35-49 - Inactive : All People ),60200
Northern Ireland,2012-12,T01:127 (Aged 50+ - All : All People ),576000
Northern Ireland,2012-12,T01:145 (Aged 50+ - Inactive : All People ),357600
Northern Ireland,2012-12,T01:148 (Aged 50-64 - All : All People ),315100
Northern Ireland,2012-12,T01:166 (Aged 50-64 - Inactive : All People ),115800
United Kingdom,2013-03,T01:22 (Aged 16-64 - All : All People ),40503400
United Kingdom,2013-03,T01:40 (Aged 16-64 - Inactive : All People ),9392500
United Kingdom,2013-03,T01:43 (Aged 16-19 - All : All People ),3083100
United Kingdom,2013-03,T01:61 (Aged 16-19 - Inactive : All People ),1613400
United Kingdom,2013-03,T01:64 (Aged 20-24 - All : All People ),4261300
United Kingdom,2013-03,T01:82 (Aged 20-24 - Inactive : All People ),1122000
United Kingdom,2013-03,T01:85 (Aged 25-34 - All : All People ),8504700
United Kingdom,2013-03,T01:103 (Aged 25-34 - Inactive : All People ),1295900
United Kingdom,2013-03,T01:106 (Aged 35-49 - All : All People ),13162900
United Kingdom,2013-03,T01:124 (Aged 35-49 - Inactive : All People ),1831100
United Kingdom,2013-03,T01:127 (Aged 50+ - All : All People ),22028700
United Kingdom,2013-03,T01:145 (Aged 50+ - Inactive : All People ),13089200
United Kingdom,2013-03,T01:148 (Aged 50-64 - All : All People ),11491400
United Kingdom,2013-03,T01:166 (Aged 50-64 - Inactive : All People ),3530200
England,2013-03,T01:22 (Aged 16-64 - All : All People ),34008300
England,2013-03,T01:40 (Aged 16-64 - Inactive : All People ),7776600
England,2013-03,T01:43 (Aged 16-19 - All : All People ),2576600
England,2013-03,T01:61 (Aged 16-19 - Inactive : All People ),1345900
England,2013-03,T01:64 (Aged 20-24 - All : All People ),3558700
England,2013-03,T01:82 (Aged 20-24 - Inactive : All People ),929100
England,2013-03,T01:85 (Aged 25-34 - All : All People ),7223400
England,2013-03,T01:103 (Aged 25-34 - Inactive : All People ),1106100
England,2013-03,T01:106 (Aged 35-49 - All : All People ),11093700
England,2013-03,T01:124 (Aged 35-49 - Inactive : All People ),1519200
England,2013-03,T01:127 (Aged 50+ - All : All People ),18347300
England,2013-03,T01:145 (Aged 50+ - Inactive : All People ),10830300
England,2013-03,T01:148 (Aged 50-64 - All : All People ),9555900
England,2013-03,T01:166 (Aged 50-64 - Inactive : All People ),2876200
Wales,2013-03,T01:22 (Aged 16-64 - All : All People ),1917200
Wales,2013-03,T01:40 (Aged 16-64 - Inactive : All People ),501100
Wales,2013-03,T01:43 (Aged 16-19 - All : All People ),155700
Wales,2013-03,T01:61 (Aged 16-19 - Inactive : All People ),86400
Wales,2013-03,T01:64 (Aged 20-24 - All : All People ),214300
Wales,2013-03,T01:82 (Aged 20-24 - Inactive : All People ),66100
Wales,2013-03,T01:85 (Aged 25-34 - All : All People ),362600
Wales,2013-03,T01:103 (Aged 25-34 - Inactive : All People ),53400
Wales,2013-03,T01:106 (Aged 35-49 - All : All People ),596900
Wales,2013-03,T01:124 (Aged 35-49 - Inactive : All People ),92000
Wales,2013-03,T01:127 (Aged 50+ - All : All People ),1156700
Wales,2013-03,T01:145 (Aged 50+ - Inactive : All People ),724000
Wales,2013-03,T01:148 (Aged 50-64 - All : All People ),587700
Wales,2013-03,T01:166 (Aged 50-64 - Inactive : All People ),203200
Scotland,2013-03,T01:22 (Aged 16-64 - All : All People ),3419200
Scotland,2013-03,T01:40 (Aged 16-64 - Inactive : All People ),795000
Scotland,2013-03,T01:43 (Aged 16-19 - All : All People ),254300
Scotland,2013-03,T01:61 (Aged 16-19 - Inactive : All People ),107600
Scotland,2013-03,T01:64 (Aged 20-24 - All : All People ),367400
Scotland,2013-03,T01:82 (Aged 20-24 - Inactive : All People ),89700
Scotland,2013-03,T01:85 (Aged 25-34 - All : All People ),672900
Scotland,2013-03,T01:103 (Aged 25-34 - Inactive : All People ),102500
Scotland,2013-03,T01:106 (Aged 35-49 - All : All People ),1093600
Scotland,2013-03,T01:124 (Aged 35-49 - Inactive : All People ),157800
Scotland,2013-03,T01:127 (Aged 50+ - All : All People ),1945700
Scotland,2013-03,T01:145 (Aged 50+ - Inactive : All People ),1179000
Scotland,2013-03,T01:148 (Aged 50-64 - All : All People ),1031000
Scotland,2013-03,T01:166 (Aged 50-64 - Inactive : All People ),337500
Northern Ireland,2013-03,T01:22 (Aged 16-64 - All : All People ),1158600
Northern Ireland,2013-03,T01:40 (Aged 16-64 - Inactive : All People ),319800
Northern Ireland,2013-03,T01:43 (Aged 16-19 - All : All People ),96500
Northern Ireland,2013-03,T01:61 (Aged 16-19 - Inactive : All People ),73600
Northern Ireland,2013-03,T01:64 (Aged 20-24 - All : All People ),120900
Northern Ireland,2013-03,T01:82 (Aged 20-24 - Inactive : All People ),37100
Northern Ireland,2013-03,T01:85 (Aged 25-34 - All : All People ),245800
Northern Ireland,2013-03,T01:103 (Aged 25-34 - Inactive : All People ),33800
Northern Ireland,2013-03,T01:106 (Aged 35-49 - All : All People ),378700
Northern Ireland,2013-03,T01:124 (Aged 35-49 - Inactive : All People ),62000
Northern Ireland,2013-03,T01:127 (Aged 50+ - All : All People ),579000
Northern Ireland,2013-03,T01:145 (Aged 50+ - Inactive : All People ),356000
Northern Ireland,2013-03,T01:148 (Aged 50-64 - All : All People ),316700
Northern Ireland,2013-03,T01:166 (Aged 50-64 - Inactive : All People ),113300
United Kingdom,2013-06,T01:22 (Aged 16-64 - All : All People ),40512100
United Kingdom,2013-06,T01:40 (Aged 16-64 - Inactive : All People ),9339500
United Kingdom,2013-06,T01:43 (Aged 16-19 - All : All People ),3077100
United Kingdom,2013-06,T01:61 (Aged 16-19 - Inactive : All People ),1630400
United Kingdom,2013-06,T01:64 (Aged 20-24 - All : All People ),4256700
United Kingdom,2013-06,T01:82 (Aged 20-24 - Inactive : All People ),1128900
United Kingdom,2013-06,T01:85 (Aged 25-34 - All : All People ),8534200
United Kingdom,2013-06,T01:103 (Aged 25-34 - Inactive : All People ),1282500
United Kingdom,2013-06,T01:106 (Aged 35-49 - All : All People ),13128600
United Kingdom,2013-06,T01:124 (Aged 35-49 - Inactive : All People ),1807200
United Kingdom,2013-06,T01:127 (Aged 50+ - All : All People ),22124600
United Kingdom,2013-06,T01:145 (Aged 50+ - Inactive : All People ),13090900
United Kingdom,2013-06,T01:148 (Aged 50-64 - All : All People ),11515400
United Kingdom,2013-06,T01:166 (Aged 50-64 - Inactive : All People ),3490500
England,2013-06,T01:22 (Aged 16-64 - All : All People ),34020100
England,2013-06,T01:40 (Aged 16-64 - Inactive : All People ),7715500
England,2013-06,T01:43 (Aged 16-19 - All : All People ),2572500
England,2013-06,T01:61 (Aged 16-19 - Inactive : All People ),1359400
England,2013-06,T01:64 (Aged 20-24 - All : All People ),3554400
England,2013-06,T01:82 (Aged 20-24 - Inactive : All People ),933600
England,2013-06,T01:85 (Aged 25-34 - All : All People ),7248000
England,2013-06,T01:103 (Aged 25-34 - Inactive : All People ),1092300
England,2013-06,T01:106 (Aged 35-49 - All : All People ),11068800
England,2013-06,T01:124 (Aged 35-49 - Inactive : All People ),1497500
England,2013-06,T01:127 (Aged 50+ - All : All People ),18428400
England,2013-06,T01:145 (Aged 50+ - Inactive : All People ),10825900
England,2013-06,T01:148 (Aged 50-64 - All : All People ),9576400
England,2013-06,T01:166 (Aged 50-64 - Inactive : All People ),2832700
Wales,2013-06,T01:22 (Aged 16-64 - All : All People ),1915900
Wales,2013-06,T01:40 (Aged 16-64 - Inactive : All People ),499300
Wales,2013-06,T01:43 (Aged 16-19 - All : All People ),154900
Wales,2013-06,T01:61 (Aged 16-19 - Inactive : All People ),86800
Wales,2013-06,T01:64 (Aged 20-24 - All : All People ),214700
Wales,2013-06,T01:82 (Aged 20-24 - Inactive : All People ),66100
Wales,2013-06,T01:85 (Aged 25-34 - All : All People ),364300
Wales,2013-06,T01:103 (Aged 25-34 - Inactive : All People ),54000
Wales,2013-06,T01:106 (Aged 35-49 - All : All People ),594000
Wales,2013-06,T01:124 (Aged 35-49 - Inactive : All People ),90000
Wales,2013-06,T01:127 (Aged 50+ - All : All People ),1161400
Wales,2013-06,T01:145 (Aged 50+ - Inactive : All People ),723600
Wales,2013-06,T01:148 (Aged 50-64 - All : All People ),588100
Wales,2013-06,T01:166 (Aged 50-64 - Inactive : All People ),202500
Scotland,2013-06,T01:22 (Aged 16-64 - All : All People ),3417800
Scotland,2013-06,T01:40 (Aged 16-64 - Inactive : All People ),801400
Scotland,2013-06,T01:43 (Aged 16-19 - All : All People ),253400
Scotland,2013-06,T01:61 (Aged 16-19 - Inactive : All People ),110200
Scotland,2013-06,T01:64 (Aged 20-24 - All : All People ),367200
Scotland,2013-06,T01:82 (Aged 20-24 - Inactive : All People ),95900
Scotland,2013-06,T01:85 (Aged 25-34 - All : All People ),676000
Scotland,2013-06,T01:103 (Aged 25-34 - Inactive : All People ),101200
Scotland,2013-06,T01:106 (Aged 35-49 - All : All People ),1088300
Scotland,2013-06,T01:124 (Aged 35-49 - Inactive : All People ),155200
Scotland,2013-06,T01:127 (Aged 50+ - All : All People ),1952700
Scotland,2013-06,T01:145 (Aged 50+ - Inactive : All People ),1184000
Scotland,2013-06,T01:148 (Aged 50-64 - All : All People ),1032800
Scotland,2013-06,T01:166 (Aged 50-64 - Inactive : All People ),338900
Northern Ireland,2013-06,T01:22 (Aged 16-64 - All : All People ),1158300
Northern Ireland,2013-06,T01:40 (Aged 16-64 - Inactive : All People ),323300
Northern Ireland,2013-06,T01:43 (Aged 16-19 - All : All People ),96300
Northern Ireland,2013-06,T01:61 (Aged 16-19 - Inactive : All People ),74100
Northern Ireland,2013-06,T01:64 (Aged 20-24 - All : All People ),120500
Northern Ireland,2013-06,T01:82 (Aged 20-24 - Inactive : All People ),33300
Northern Ireland,2013-06,T01:85 (Aged 25-34 - All : All People ),245800
Northern Ireland,2013-06,T01:103 (Aged 25-34 - Inactive : All People ),35000
Northern Ireland,2013-06,T01:106 (Aged 35-49 - All : All People ),377600
Northern Ireland,2013-06,T01:124 (Aged 35-49 - Inactive : All People ),64600
Northern Ireland,2013-06,T01:127 (Aged 50+ - All : All People ),582000
Northern Ireland,2013-06,T01:145 (Aged 50+ - Inactive : All People ),357300
Northern Ireland,2013-06,T01:148 (Aged 50-64 - All : All People ),318100
Northern Ireland,2013-06,T01:166 (Aged 50-64 - Inactive : All People ),116300
United Kingdom,2013-09,T01:22 (Aged 16-64 - All : All People ),40521000
United Kingdom,2013-09,T01:40 (Aged 16-64 - Inactive : All People ),9301200
United Kingdom,2013-09,T01:43 (Aged 16-19 - All : All People ),3071200
United Kingdom,2013-09,T01:61 (Aged 16-19 - Inactive : All People ),1653500
United Kingdom,2013-09,T01:64 (Aged 20-24 - All : All People ),4252100
United Kingdom,2013-09,T01:82 (Aged 20-24 - Inactive : All People ),1113000
United Kingdom,2013-09,T01:85 (Aged 25-34 - All : All People ),8563800
United Kingdom,2013-09,T01:103 (Aged 25-34 - Inactive : All People ),1284900
United Kingdom,2013-09,T01:106 (Aged 35-49 - All : All People ),13093400
United Kingdom,2013-09,T01:124 (Aged 35-49 - Inactive : All People ),1803000
United Kingdom,2013-09,T01:127 (Aged 50+ - All : All People ),22220700
United Kingdom,2013-09,T01:145 (Aged 50+ - Inactive : All People ),13082600
United Kingdom,2013-09,T01:148 (Aged 50-64 - All : All People ),11540500
United Kingdom,2013-09,T01:166 (Aged 50-64 - Inactive : All People ),3446800
England,2013-09,T01:22 (Aged 16-64 - All : All People ),34031000
England,2013-09,T01:40 (Aged 16-64 - Inactive : All People ),7694100
England,2013-09,T01:43 (Aged 16-19 - All : All People ),2568300
England,2013-09,T01:61 (Aged 16-19 - Inactive : All People ),1380800
England,2013-09,T01:64 (Aged 20-24 - All : All People ),3550000
England,2013-09,T01:82 (Aged 20-24 - Inactive : All People ),925900
England,2013-09,T01:85 (Aged 25-34 - All : All People ),7272800
England,2013-09,T01:103 (Aged 25-34 - Inactive : All People ),1096600
England,2013-09,T01:106 (Aged 35-49 - All : All People ),11042900
England,2013-09,T01:124 (Aged 35-49 - Inactive : All People ),1492400
England,2013-09,T01:127 (Aged 50+ - All : All People ),18509600
England,2013-09,T01:145 (Aged 50+ - Inactive : All People ),10818400
England,2013-09,T01:148 (Aged 50-64 - All : All People ),9596900
England,2013-09,T01:166 (Aged 50-64 - Inactive : All People ),2798400
Wales,2013-09,T01:22 (Aged 16-64 - All : All People ),1914700
Wales,2013-09,T01:40 (Aged 16-64 - Inactive : All People ),488200
Wales,2013-09,T01:43 (Aged 16-19 - All : All People ),154200
Wales,2013-09,T01:61 (Aged 16-19 - Inactive : All People ),86200
Wales,2013-09,T01:64 (Aged 20-24 - All : All People ),215200
Wales,2013-09,T01:82 (Aged 20-24 - Inactive : All People ),61600
Wales,2013-09,T01:85 (Aged 25-34 - All : All People ),365900
Wales,2013-09,T01:103 (Aged 25-34 - Inactive : All People ),53600
Wales,2013-09,T01:106 (Aged 35-49 - All : All People ),591300
Wales,2013-09,T01:124 (Aged 35-49 - Inactive : All People ),88700
Wales,2013-09,T01:127 (Aged 50+ - All : All People ),1164900
Wales,2013-09,T01:145 (Aged 50+ - Inactive : All People ),721600
Wales,2013-09,T01:148 (Aged 50-64 - All : All People ),588100
Wales,2013-09,T01:166 (Aged 50-64 - Inactive : All People ),198200
Scotland,2013-09,T01:22 (Aged 16-64 - All : All People ),3417000
Scotland,2013-09,T01:40 (Aged 16-64 - Inactive : All People ),798700
Scotland,2013-09,T01:43 (Aged 16-19 - All : All People ),252500
Scotland,2013-09,T01:61 (Aged 16-19 - Inactive : All People ),111800
Scotland,2013-09,T01:64 (Aged 20-24 - All : All People ),366800
Scotland,2013-09,T01:82 (Aged 20-24 - Inactive : All People ),91700
Scotland,2013-09,T01:85 (Aged 25-34 - All : All People ),679200
Scotland,2013-09,T01:103 (Aged 25-34 - Inactive : All People ),102100
Scotland,2013-09,T01:106 (Aged 35-49 - All : All People ),1082600
Scotland,2013-09,T01:124 (Aged 35-49 - Inactive : All People ),154200
Scotland,2013-09,T01:127 (Aged 50+ - All : All People ),1961100
Scotland,2013-09,T01:145 (Aged 50+ - Inactive : All People ),1189700
Scotland,2013-09,T01:148 (Aged 50-64 - All : All People ),1035900
Scotland,2013-09,T01:166 (Aged 50-64 - Inactive : All People ),338900
Northern Ireland,2013-09,T01:22 (Aged 16-64 - All : All People ),1158300
Northern Ireland,2013-09,T01:40 (Aged 16-64 - Inactive : All People ),320200
Northern Ireland,2013-09,T01:43 (Aged 16-19 - All : All People ),96200
Northern Ireland,2013-09,T01:61 (Aged 16-19 - Inactive : All People ),74700
Northern Ireland,2013-09,T01:64 (Aged 20-24 - All : All People ),120100
Northern Ireland,2013-09,T01:82 (Aged 20-24 - Inactive : All People ),33800
Northern Ireland,2013-09,T01:85 (Aged 25-34 - All : All People ),245900
Northern Ireland,2013-09,T01:103 (Aged 25-34 - Inactive : All People ),32700
Northern Ireland,2013-09,T01:106 (Aged 35-49 - All : All People ),376500
Northern Ireland,2013-09,T01:124 (Aged 35-49 - Inactive : All People ),67700
Northern Ireland,2013-09,T01:127 (Aged 50+ - All : All People ),585000
Northern Ireland,2013-09,T01:145 (Aged 50+ - Inactive : All People ),352900
Northern Ireland,2013-09,T01:148 (Aged 50-64 - All : All People ),319600
Northern Ireland,2013-09,T01:166 (Aged 50-64 - Inactive : All People ),111300
United Kingdom,2013-12,T01:22 (Aged 16-64 - All : All People ),40529800
United Kingdom,2013-12,T01:40 (Aged 16-64 - Inactive : All People ),9283100
United Kingdom,2013-12,T01:43 (Aged 16-19 - All : All People ),3065600
United Kingdom,2013-12,T01:61 (Aged 16-19 - Inactive : All People ),1675100
United Kingdom,2013-12,T01:64 (Aged 20-24 - All : All People ),4247600
United Kingdom,2013-12,T01:82 (Aged 20-24 - Inactive : All People ),1099100
United Kingdom,2013-12,T01:85 (Aged 25-34 - All : All People ),8593600
United Kingdom,2013-12,T01:103 (Aged 25-34 - Inactive : All People ),1290400
United Kingdom,2013-12,T01:106 (Aged 35-49 - All : All People ),13059300
United Kingdom,2013-12,T01:124 (Aged 35-49 - Inactive : All People ),1793700
United Kingdom,2013-12,T01:127 (Aged 50+ - All : All People ),22314800
United Kingdom,2013-12,T01:145 (Aged 50+ - Inactive : All People ),13117800
United Kingdom,2013-12,T01:148 (Aged 50-64 - All : All People ),11563800
United Kingdom,2013-12,T01:166 (Aged 50-64 - Inactive : All People ),3424800
England,2013-12,T01:22 (Aged 16-64 - All : All People ),34041900
England,2013-12,T01:40 (Aged 16-64 - Inactive : All People ),7695800
England,2013-12,T01:43 (Aged 16-19 - All : All People ),2564300
England,2013-12,T01:61 (Aged 16-19 - Inactive : All People ),1399900
England,2013-12,T01:64 (Aged 20-24 - All : All People ),3545700
England,2013-12,T01:82 (Aged 20-24 - Inactive : All People ),915500
England,2013-12,T01:85 (Aged 25-34 - All : All People ),7298000
England,2013-12,T01:103 (Aged 25-34 - Inactive : All People ),1105300
England,2013-12,T01:106 (Aged 35-49 - All : All People ),11017400
England,2013-12,T01:124 (Aged 35-49 - Inactive : All People ),1490700
England,2013-12,T01:127 (Aged 50+ - All : All People ),18590200
England,2013-12,T01:145 (Aged 50+ - Inactive : All People ),10855900
England,2013-12,T01:148 (Aged 50-64 - All : All People ),9616500
England,2013-12,T01:166 (Aged 50-64 - Inactive : All People ),2784500
Wales,2013-12,T01:22 (Aged 16-64 - All : All People ),1913400
Wales,2013-12,T01:40 (Aged 16-64 - Inactive : All People ),479000
Wales,2013-12,T01:43 (Aged 16-19 - All : All People ),153500
Wales,2013-12,T01:61 (Aged 16-19 - Inactive : All People ),85200
Wales,2013-12,T01:64 (Aged 20-24 - All : All People ),215600
Wales,2013-12,T01:82 (Aged 20-24 - Inactive : All People ),61300
Wales,2013-12,T01:85 (Aged 25-34 - All : All People ),367500
Wales,2013-12,T01:103 (Aged 25-34 - Inactive : All People ),53100
Wales,2013-12,T01:106 (Aged 35-49 - All : All People ),588700
Wales,2013-12,T01:124 (Aged 35-49 - Inactive : All People ),81000
Wales,2013-12,T01:127 (Aged 50+ - All : All People ),1168400
Wales,2013-12,T01:145 (Aged 50+ - Inactive : All People ),724700
Wales,2013-12,T01:148 (Aged 50-64 - All : All People ),588100
Wales,2013-12,T01:166 (Aged 50-64 - Inactive : All People ),198300
Scotland,2013-12,T01:22 (Aged 16-64 - All : All People ),3416300
Scotland,2013-12,T01:40 (Aged 16-64 - Inactive : All People ),790300
Scotland,2013-12,T01:43 (Aged 16-19 - All : All People ),251700
Scotland,2013-12,T01:61 (Aged 16-19 - Inactive : All People ),117900
Scotland,2013-12,T01:64 (Aged 20-24 - All : All People ),366600
Scotland,2013-12,T01:82 (Aged 20-24 - Inactive : All People ),90700
Scotland,2013-12,T01:85 (Aged 25-34 - All : All People ),682300
Scotland,2013-12,T01:103 (Aged 25-34 - Inactive : All People ),100200
Scotland,2013-12,T01:106 (Aged 35-49 - All : All People ),1077700
Scotland,2013-12,T01:124 (Aged 35-49 - Inactive : All People ),151200
Scotland,2013-12,T01:127 (Aged 50+ - All : All People ),1968300
Scotland,2013-12,T01:145 (Aged 50+ - Inactive : All People ),1182300
Scotland,2013-12,T01:148 (Aged 50-64 - All : All People ),1038000
Scotland,2013-12,T01:166 (Aged 50-64 - Inactive : All People ),330200
Northern Ireland,2013-12,T01:22 (Aged 16-64 - All : All People ),1158100
Northern Ireland,2013-12,T01:40 (Aged 16-64 - Inactive : All People ),318100
Northern Ireland,2013-12,T01:43 (Aged 16-19 - All : All People ),96000
Northern Ireland,2013-12,T01:61 (Aged 16-19 - Inactive : All People ),72100
Northern Ireland,2013-12,T01:64 (Aged 20-24 - All : All People ),119700
Northern Ireland,2013-12,T01:82 (Aged 20-24 - Inactive : All People ),31600
Northern Ireland,2013-12,T01:85 (Aged 25-34 - All : All People ),245800
Northern Ireland,2013-12,T01:103 (Aged 25-34 - Inactive : All People ),31800
Northern Ireland,2013-12,T01:106 (Aged 35-49 - All : All People ),375500
Northern Ireland,2013-12,T01:124 (Aged 35-49 - Inactive : All People ),70800
Northern Ireland,2013-12,T01:127 (Aged 50+ - All : All People ),588000
Northern Ireland,2013-12,T01:145 (Aged 50+ - Inactive : All People ),354900
Northern Ireland,2013-12,T01:148 (Aged 50-64 - All : All People ),321100
Northern Ireland,2013-12,T01:166 (Aged 50-64 - Inactive : All People ),111800
United Kingdom,2014-03,T01:22 (Aged 16-64 - All : All People ),40560200
United Kingdom,2014-03,T01:40 (Aged 16-64 - Inactive : All People ),9293100
United Kingdom,2014-03,T01:43 (Aged 16-19 - All : All People ),3058700
United Kingdom,2014-03,T01:61 (Aged 16-19 - Inactive : All People ),1690500
United Kingdom,2014-03,T01:64 (Aged 20-24 - All : All People ),4247700
United Kingdom,2014-03,T01:82 (Aged 20-24 - Inactive : All People ),1117800
United Kingdom,2014-03,T01:85 (Aged 25-34 - All : All People ),8610700
United Kingdom,2014-03,T01:103 (Aged 25-34 - Inactive : All People ),1286800
United Kingdom,2014-03,T01:106 (Aged 35-49 - All : All People ),13036400
United Kingdom,2014-03,T01:124 (Aged 35-49 - Inactive : All People ),1792700
United Kingdom,2014-03,T01:127 (Aged 50+ - All : All People ),22425200
United Kingdom,2014-03,T01:145 (Aged 50+ - Inactive : All People ),13145800
United Kingdom,2014-03,T01:148 (Aged 50-64 - All : All People ),11606700
United Kingdom,2014-03,T01:166 (Aged 50-64 - Inactive : All People ),3405200
England,2014-03,T01:22 (Aged 16-64 - All : All People ),34074100
England,2014-03,T01:40 (Aged 16-64 - Inactive : All People ),7716200
England,2014-03,T01:43 (Aged 16-19 - All : All People ),2559400
England,2014-03,T01:61 (Aged 16-19 - Inactive : All People ),1413600
England,2014-03,T01:64 (Aged 20-24 - All : All People ),3546400
England,2014-03,T01:82 (Aged 20-24 - Inactive : All People ),931700
England,2014-03,T01:85 (Aged 25-34 - All : All People ),7312100
England,2014-03,T01:103 (Aged 25-34 - Inactive : All People ),1104200
England,2014-03,T01:106 (Aged 35-49 - All : All People ),11002300
England,2014-03,T01:124 (Aged 35-49 - Inactive : All People ),1493300
England,2014-03,T01:127 (Aged 50+ - All : All People ),18684200
England,2014-03,T01:145 (Aged 50+ - Inactive : All People ),10883700
England,2014-03,T01:148 (Aged 50-64 - All : All People ),9653800
England,2014-03,T01:166 (Aged 50-64 - Inactive : All People ),2773400
Wales,2014-03,T01:22 (Aged 16-64 - All : All People ),1912000
Wales,2014-03,T01:40 (Aged 16-64 - Inactive : All People ),472900
Wales,2014-03,T01:43 (Aged 16-19 - All : All People ),152800
Wales,2014-03,T01:61 (Aged 16-19 - Inactive : All People ),83000
Wales,2014-03,T01:64 (Aged 20-24 - All : All People ),215500
Wales,2014-03,T01:82 (Aged 20-24 - Inactive : All People ),59800
Wales,2014-03,T01:85 (Aged 25-34 - All : All People ),368200
Wales,2014-03,T01:103 (Aged 25-34 - Inactive : All People ),54200
Wales,2014-03,T01:106 (Aged 35-49 - All : All People ),586200
Wales,2014-03,T01:124 (Aged 35-49 - Inactive : All People ),81700
Wales,2014-03,T01:127 (Aged 50+ - All : All People ),1172800
Wales,2014-03,T01:145 (Aged 50+ - Inactive : All People ),723800
Wales,2014-03,T01:148 (Aged 50-64 - All : All People ),589300
Wales,2014-03,T01:166 (Aged 50-64 - Inactive : All People ),194300
Scotland,2014-03,T01:22 (Aged 16-64 - All : All People ),3415300
Scotland,2014-03,T01:40 (Aged 16-64 - Inactive : All People ),781900
Scotland,2014-03,T01:43 (Aged 16-19 - All : All People ),250700
Scotland,2014-03,T01:61 (Aged 16-19 - Inactive : All People ),122000
Scotland,2014-03,T01:64 (Aged 20-24 - All : All People ),366200
Scotland,2014-03,T01:82 (Aged 20-24 - Inactive : All People ),94400
Scotland,2014-03,T01:85 (Aged 25-34 - All : All People ),684300
Scotland,2014-03,T01:103 (Aged 25-34 - Inactive : All People ),96200
Scotland,2014-03,T01:106 (Aged 35-49 - All : All People ),1073300
Scotland,2014-03,T01:124 (Aged 35-49 - Inactive : All People ),145700
Scotland,2014-03,T01:127 (Aged 50+ - All : All People ),1976700
Scotland,2014-03,T01:145 (Aged 50+ - Inactive : All People ),1179800
Scotland,2014-03,T01:148 (Aged 50-64 - All : All People ),1040800
Scotland,2014-03,T01:166 (Aged 50-64 - Inactive : All People ),323700
Northern Ireland,2014-03,T01:22 (Aged 16-64 - All : All People ),1158800
Northern Ireland,2014-03,T01:40 (Aged 16-64 - Inactive : All People ),322100
Northern Ireland,2014-03,T01:43 (Aged 16-19 - All : All People ),95800
Northern Ireland,2014-03,T01:61 (Aged 16-19 - Inactive : All People ),71900
Northern Ireland,2014-03,T01:64 (Aged 20-24 - All : All People ),119500
Northern Ireland,2014-03,T01:82 (Aged 20-24 - Inactive : All People ),31900
Northern Ireland,2014-03,T01:85 (Aged 25-34 - All : All People ),246000
Northern Ireland,2014-03,T01:103 (Aged 25-34 - Inactive : All People ),32200
Northern Ireland,2014-03,T01:106 (Aged 35-49 - All : All People ),374600
Northern Ireland,2014-03,T01:124 (Aged 35-49 - Inactive : All People ),72100
Northern Ireland,2014-03,T01:127 (Aged 50+ - All : All People ),591400
Northern Ireland,2014-03,T01:145 (Aged 50+ - Inactive : All People ),358500
Northern Ireland,2014-03,T01:148 (Aged 50-64 - All : All People ),322800
Northern Ireland,2014-03,T01:166 (Aged 50-64 - Inactive : All People ),113900
United Kingdom,2014-06,T01:22 (Aged 16-64 - All : All People ),40589900
United Kingdom,2014-06,T01:40 (Aged 16-64 - Inactive : All People ),9279000
United Kingdom,2014-06,T01:43 (Aged 16-19 - All : All People ),3051900
