name,latitude,longitude,capacity_mw,primary_fuel,fuel_category
Bromborough Dock Landfill Scheme,53.3561,-2.9796,3.0,Waste,Biomass
Chapel Farm Landfill,51.6159,-1.8093,3.0,Waste,Biomass
Croda Chemicals Europe,53.6823,-1.0072,3.0,Wind,Wind
Dimmer Anaerobic Digestor (Waste AD),51.0801,-2.5561,3.0,Biomass,Biomass
Blazer Fuels,53.1213,-3.323,3.0,Biomass,Biomass
Chard Solar Park,50.8859,-2.9434,3.0,Solar,Solar
Douglas Water,56.2149,-5.1533,3.0,Hydro,Hydro
Cathkin Braes,55.7971,-4.2153,3.0,Wind,Wind
Cadland 2,50.8095,-1.3599,3.02,Solar,Solar
Ketton Solar Phase 2,52.6441,-0.5588,3.09,Solar,Solar
Nether Mill Farm (resubmission),50.8993,-3.3952,3.1,Solar,Solar
Hawksland Solar,50.5027,-4.8918,3.1,Solar,Solar
Arden Quarry Landfill,53.3718,-1.9681,3.1,Waste,Biomass
Willsland Solar farm,50.8166,-4.13,3.2,Solar,Solar
Newlincs EfW,53.6019,-0.1638,3.2,Waste,Biomass
Cottonmount Quarry,54.682,-6.0171,3.2,Waste,Biomass
PwllfaWatkin Landfill Gas Site,51.7355,-3.8602,3.2,Waste,Biomass
Felinfach,52.1972,-4.1689,3.2,Biomass,Biomass
Kirton Solar PV Farm,52.9323,-0.0966,3.2,Solar,Solar
Skelmonae Wind Farm,57.4208,-2.1898,3.2,Wind,Wind
Clifton Marsh Wastewater Treatment Works,53.7497,-2.8319,3.2,Solar,Solar
Castle Pill - Repowering,51.72,-5.0128,3.2,Wind,Wind
Otterham Down Wind Farm (Resubmission),50.6849,-4.6103,3.2,Wind,Wind
Chawton Farm Solar Farm,50.735,-1.302,3.2,Solar,Solar
St Johns Wells Wind Cluster Extension,57.4182,-2.3353,3.2,Wind,Wind
Eco Composting,50.786,-1.8569,3.2,Biomass,Biomass
Cuileig Hydro Scheme,57.7633,-5.0392,3.3,Hydro,Hydro
Bypass Nurseries Solar Farm,52.1024,-1.9201,3.3,Solar,Solar
Redcourt Farm,51.8493,-4.3548,3.3,Solar,Solar
Danes Farm,53.3224,-0.6975,3.3,Solar,Solar
Clifton Marsh Energy,53.752,-2.8037,3.3,Waste,Biomass
Cannington Cold Stores,51.1444,-3.0969,3.3,Biomass,Biomass
Week Farm Solar Park,50.9517,-4.1195,3.3,Solar,Solar
Margate,50.4671,-4.6976,3.37,Solar,Solar
Land To The North Of Dairy House Farm,53.1042,-2.5118,3.4,Solar,Solar
Twinwoods Heat & Power CHP,52.1926,-0.4911,3.4,Waste,Biomass
Haverigg 3,54.204,-3.3245,3.4,Wind,Wind
Wisbech Solar Park,52.6379,0.1621,3.4,Solar,Solar
Pingry Farm - Phase 2,51.7819,-2.623,3.4,Solar,Solar
Pingry Farm - Phase 1,51.7819,-2.623,3.4,Solar,Solar
Hill and Moor Landfill Scheme,52.133,-2.0306,3.4,Waste,Biomass
Blyth Harbour Wind Farm (re-power),55.1205,-1.4906,3.4,Wind,Wind
Corntown Farm,51.4796,-3.5305,3.4,Solar,Solar
Land adjacent to Church Road,51.5612,-2.6576,3.5,Solar,Solar
Sands Farm Quarry Landfill Site,51.4389,-1.9784,3.5,Waste,Biomass
Westbury (Closed) Landfill Site,51.273,-2.1608,3.5,Solar,Solar
Blaby Solar Farm,52.5654,-1.13,3.5,Solar,Solar
Winnard's Perch,50.4626,-4.926,3.5,Solar,Solar
Ld NW Of Ratcliffe House Farm,52.5946,-1.5079,3.5,Solar,Solar
Higher Hatherleigh Solar Farm,51.0437,-2.4272,3.5,Solar,Solar
Brocklesby - Crosslands Lane,53.7782,-0.6639,3.5,Biomass,Biomass
Exeter EfW,50.7035,-3.5222,3.5,Waste,Biomass
Chelveston Airfield - extension,52.3021,-0.5196,3.5,Solar,Solar
Pulteney Distillery,58.4347,-3.0855,3.5,Biomass,Biomass
Grove Farm (solar),51.0766,-3.2622,3.5,Solar,Solar
Black Rock,57.6692,-4.3504,3.5,Hydro,Hydro
Wheal Alfred Road Solar Farm,50.1769,-5.3872,3.5,Solar,Solar
Kingairloch,56.6214,-5.5289,3.5,Hydro,Hydro
Whitley Farm (2 of 2),51.1285,-2.7844,3.5,Solar,Solar
Southleigh Landfill,50.8678,-0.9526,3.5,Waste,Biomass
Land to the west of Ashfordby Business Park,52.7785,-0.938,3.5,Solar,Solar
Eastacombe,50.773,-4.3353,3.58,Solar,Solar
Safran Landing Systems Service,51.8978,-2.1717,3.6,Biomass,Biomass
Trenouth Farm,50.4944,-4.962,3.6,Solar,Solar
Pond Farm Solar Farm,52.9011,1.1682,3.6,Solar,Solar
Weston Airfield Wind Turbines,52.6953,1.0915,3.6,Wind,Wind
Land NW Of Pickhill Bridge Farm,53.0242,-2.9255,3.6,Solar,Solar
Parc Cynog,51.7569,-4.5297,3.6,Wind,Wind
Gelli Gron,52.9348,-4.354,3.6,Solar,Solar
Brookbarn,50.8196,-0.5449,3.63,Solar,Solar
Culworth,52.1095,-1.2047,3.64,Solar,Solar
Henbury Quarry,50.7735,-2.0477,3.68,Solar,Solar
Bromborough Dock,53.348,-2.9806,3.7,Waste,Biomass
Worleston,53.1088,-2.5033,3.7,Solar,Solar
Burradale Hill,60.1648,-1.2361,3.7,Wind,Wind
Treguff,51.4308,-3.4073,3.74,Solar,Solar
Overton Solar Park,51.2497,-1.2739,3.75,Solar,Solar
Mucking Gas 2 Landfill Scheme,51.4939,0.4244,3.8,Waste,Biomass
Burnhills Landfill (L5),54.956,-1.7579,3.8,Waste,Biomass
Caergarw Farm,51.5401,-3.6997,3.8,Solar,Solar
Cairnmore Solar Park,57.3086,-2.8272,3.8,Solar,Solar
Lyreco - Telford Distribution Centre,52.706,-2.4221,3.8,Solar,Solar
Land To The North Of Moor Farm,52.8045,-2.8657,3.8,Solar,Solar
Asfordby North,52.7832,-0.9359,3.8,Solar,Solar
Toyota Motor Manufacturing Uk - Deeside,53.2279,-3.0248,3.8,Solar,Solar
Winnards Perch Solar Farm,50.4624,-4.9199,3.8,Solar,Solar
Winterton Landfill Site,53.6694,-0.6181,3.8,Waste,Biomass
Stormy Down Solar Farm,51.512,-3.6708,3.8,Solar,Solar
PG1-Coxhoe Waste Disposal Site,54.7242,-1.4923,3.8,Waste,Biomass
Rookery Farm,50.8061,-0.6235,3.8,Solar,Solar
Philip Dennis Food Service,51.065,-4.0878,3.8,Storage,Storage
Bombardier Factory,54.6688,-5.9426,3.8,Solar,Solar
Braich Ddu,52.5951,-3.9576,3.9,Wind,Wind
Peckfield Quarry Landfill Scheme,53.7825,-1.3413,3.9,Waste,Biomass
Abbots Ripton Solar Farm (ext.),52.3726,-0.1943,3.9,Solar,Solar
Caegarw,51.5377,-3.7163,3.9,Solar,Solar
Rainham Landfill Scheme  Phase I,51.4903,0.1938,3.9,Waste,Biomass
Arnish Moor,58.1766,-6.4383,3.9,Wind,Wind
Reydon Farm (resubmission),52.3403,1.6467,3.9,Solar,Solar
East Culkae,54.79,-4.445,3.9,Solar,Solar
Blaen Bowi Wind Farm,51.9971,-4.4413,3.9,Wind,Wind
Bilbster,58.4488,-3.2498,3.9,Wind,Wind
Llancayo Solar Farm,51.7227,-2.9165,3.9,Solar,Solar
Bellhouse South,51.8643,0.8293,3.9,Waste,Biomass
Brazier Landfill Scheme,51.8157,-0.056,3.9,Waste,Biomass
Dartmoor Bio Power,50.4514,-4.1128,3.9,Biomass,Biomass
Greenoakhill,55.839,-4.1318,3.9,Waste,Biomass
High Pow,54.7895,-3.1912,3.9,Wind,Wind
New Row Farm,51.2042,-2.5281,3.9,Solar,Solar
Mucking Gas 3 Landfill Scheme,51.4939,0.4244,3.9,Waste,Biomass
Homestead,52.1026,-0.9232,3.95,Solar,Solar
Great Orton,54.8706,-3.072,3.96,Wind,Wind
New Mains of Guynd,56.574,-2.7091,3.99,Solar,Solar
Inverfarigaig,57.2799,-4.455,4.0,Hydro,Hydro
Salt Ayre,54.0556,-2.834,4.0,Waste,Biomass
Land South of Knock Lane,52.1636,-0.9225,4.0,Solar,Solar
Riverside Sewage Treatment Works Digestion Plant,51.5164,0.1855,4.0,Waste,Biomass
Greendykeside,55.912,-3.9032,4.0,Wind,Wind
Cockett Valley,51.637,-4.013,4.0,Solar,Solar
Lower Stanley Farm,51.9799,-1.9979,4.0,Solar,Solar
Lubreoch,56.5419,-4.5174,4.0,Hydro,Hydro
Arreton A,50.6711,-1.276,4.0,Solar,Solar
Greencroft Estate Turbines,54.8497,-1.7487,4.0,Wind,Wind
Great Orton,54.8715,-3.0767,4.0,Wind,Wind
Seaton Road Solar Farm,52.5853,-0.709,4.0,Solar,Solar
Avondale,55.905,-3.945,4.0,Waste,Biomass
Norlands Lane Landfill Site (Extension),51.4115,-0.5139,4.0,Waste,Biomass
Garlenick,50.3069,-4.8851,4.0,Wind,Wind
Walmoor Farm solar park,53.3026,-0.9195,4.0,Solar,Solar
Sesswick A,53.0318,-2.9146,4.0,Solar,Solar
Beechgrove Farm,50.7904,-2.9226,4.0,Solar,Solar
Land north of Ashton Road,51.3219,-2.1549,4.0,Solar,Solar
Land to North West of Lodge Farm (Park Farm),51.6198,-2.9922,4.0,Solar,Solar
Dundee,56.4836,-2.8938,4.0,Wind,Wind
Dalchonzie,56.3734,-4.0411,4.0,Hydro,Hydro
Shroton,50.9243,-2.2124,4.0,Solar,Solar
Chapel Lane Parley Solar Farm Phase 3,50.8032,-1.8644,4.0,Solar,Solar
Seamer Wind Farm - Hambleton,54.4959,-1.2624,4.0,Wind,Wind
Ranson Moor Wind Farm (Phase 2),52.5106,0.0373,4.0,Wind,Wind
Sron Mor,57.0569,-4.23,4.0,Hydro,Hydro
Lamby Way Landfill Site,51.4983,-3.1222,4.0,Waste,Biomass
High Meadow Farm,54.5912,-1.3775,4.0,Solar,Solar
Park Farm,50.8059,-0.717,4.0,Solar,Solar
Kellygreen Farm,50.5629,-4.7479,4.0,Solar,Solar
Highampton A,50.8172,-4.1164,4.0,Solar,Solar
Pebble Hall Farm - resubmission - Food Waste AD,52.455,-1.0283,4.0,Biomass,Biomass
Middle Balbeggie,56.1537,-3.1645,4.0,Wind,Wind
Kinblethmont,56.615,-2.5987,4.0,Solar,Solar
Pen Bryn Oer Wind Farm,51.7749,-3.2759,4.0,Wind,Wind
Barnby Moor,53.3564,-0.9954,4.0,Solar,Solar
Oakdale,51.6869,-3.1714,4.0,Wind,Wind
Workington (Eastman),54.6712,-3.5401,4.0,Wind,Wind
Otherton Farm,52.1854,-2.2862,4.0,Solar,Solar
Weldon Phase 1 and 2,52.4866,-0.6422,4.0,Waste,Biomass
Wheat Leasows Solar Park,52.7207,-2.4863,4.0,Solar,Solar
Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),53.508,-1.3157,4.0,Biomass,Biomass
East Youlstone,50.9173,-4.4465,4.0,Wind,Wind
North Moor Farm AD Plant (Farm AD),53.5745,-0.7941,4.0,Biomass,Biomass
M1 J18 Wind Turbines,52.3495,-1.1577,4.0,Wind,Wind
MSD Cramlington,55.1035,-1.6222,4.0,Wind,Wind
North Pickenham Airfield,52.6256,0.7335,4.0,Wind,Wind
Burnfoot Hill Extension,56.2154,-3.7689,4.0,Wind,Wind
Lairg,58.0287,-4.4146,4.0,Hydro,Hydro
Maldie,58.2603,-4.9819,4.0,Hydro,Hydro
Nissan Wind Farm,54.9139,-1.4808,4.0,Wind,Wind
Wormit Solar Farm,56.4157,-2.9627,4.0,Solar,Solar
Knostrop Sewage Treatment Works,53.7815,-1.4912,4.0,Biomass,Biomass
The Fall of Warness Tidal Scheme  (EMEC),59.1399,-2.8057,4.0,Wave and Tidal,Other
Agricultural Land at Trecastle,51.5238,-3.4252,4.0,Solar,Solar
French Farm,52.6635,-0.1043,4.03,Wind,Wind
High Haswell Wind Farm,54.7875,-1.4312,4.06,Wind,Wind
Wambrook Farm,50.8744,-2.9875,4.1,Solar,Solar
Great Eppleton (ex NFFO),54.8273,-1.4272,4.1,Wind,Wind
Great Eppleton RO,54.8273,-1.4272,4.1,Wind,Wind
Brickyard Barn (resubmission),52.2506,-1.5558,4.1,Solar,Solar
Lower Slade Farm,50.2933,-3.7671,4.1,Solar,Solar
Seghill Village Waste Disposal Site phase 1 and 2,55.0623,-1.535,4.1,Waste,Biomass
Long Meadow Farm,51.8452,-0.6478,4.1,Solar,Solar
Manmoel Road Solar Park,51.7037,-3.1793,4.1,Solar,Solar
Ernesettle Solar Farm,50.4118,-4.1823,4.1,Solar,Solar
Orchard End Windfarm,53.9001,-2.8657,4.1,Wind,Wind
Wind Farm Africa Alive,52.4148,1.7028,4.1,Wind,Wind
Wiggin Hill Solar Farm - Phase 2,52.356,-0.0785,4.1,Solar,Solar
Pilsworth Quarry Landfill Scheme,53.5836,-2.2583,4.1,Waste,Biomass
Frome St Quintin,50.83,-2.561,4.1,Solar,Solar
Bumpers 2,51.7478,-0.8948,4.1,Solar,Solar
Bystock Solar Farm,50.6473,-3.3825,4.1,Solar,Solar
Radcliffe,52.9356,-1.0591,4.16,Solar,Solar
Oxcroft,53.2639,-1.3044,4.19,Solar,Solar
Brockhampton,51.935,-2.0884,4.2,Solar,Solar
William's Farm,53.029,-2.9213,4.2,Solar,Solar
Milborne Port Solar Farm,50.9755,-2.4541,4.2,Solar,Solar
Land South Off Ollerton Road,53.1874,-1.0553,4.2,Solar,Solar
Hamptworth,50.966,-1.675,4.2,Solar,Solar
Heywood,53.596,-2.196,4.2,Solar,Solar
Land West of Parsonage Wood,50.79,-4.3993,4.2,Solar,Solar
Siddick Wind Farm,54.6741,-3.543,4.2,Wind,Wind
Fullenton Solar Farm,51.1558,-1.4581,4.2,Solar,Solar
Barn Farm - resubmission,51.9392,1.1364,4.2,Solar,Solar
Berry Court Farm,51.328,-1.1122,4.2,Solar,Solar
Francis Court,50.7668,-3.4657,4.22,Solar,Solar
Fell View,53.7918,-2.6203,4.26,Solar,Solar
Tollgate Farm,52.2347,-1.5442,4.3,Solar,Solar
Hammar's Hill,59.0957,-3.0727,4.3,Wind,Wind
Marchington Solar Farm,52.878,-1.832,4.3,Solar,Solar
Stoneyhill Landfill Site,57.459,-1.8724,4.3,Waste,Biomass
Ardoch and Over Enoch Wind Farm (Over Enoch),55.7102,-4.2521,4.3,Wind,Wind
Thame solar farm,51.7478,-0.9348,4.3,Solar,Solar
Jameson Road,53.9032,-3.0167,4.3,Waste,Biomass
St Francis,50.8749,0.4534,4.33,Solar,Solar
Primrose Hill,53.2743,-0.2944,4.35,Solar,Solar
Langton (FIT),51.9647,-4.9931,4.35,Solar,Solar
Burton Farm,52.2135,-1.7372,4.4,Solar,Solar
Himley Wood Landfill Site,52.5159,-2.1503,4.4,Waste,Biomass
Trefinnick,50.5423,-4.3492,4.4,Solar,Solar
Huntingfield Solar Farm,52.6421,0.8481,4.4,Solar,Solar
Llyn Brianne Dam,52.1203,-3.7699,4.4,Hydro,Hydro
Fferm Bryn Bachau,52.9075,-4.334,4.4,Solar,Solar
Land west of Welton Road,54.8089,-3.0022,4.4,Solar,Solar
Hungerford,51.2798,-0.8805,4.47,Solar,Solar
Land at High Point Farm,52.3354,-2.4943,4.5,Solar,Solar
Four Burrows,50.3039,-5.1414,4.5,Wind,Wind
Stangate Landfill Site,51.2833,0.2972,4.5,Waste,Biomass
Little Byth,57.607,-2.2901,4.5,Wind,Wind
Land To The South Of Todderstaffe,53.8233,-2.9621,4.5,Solar,Solar
Four Burrows Wind Farm,50.2889,-5.1374,4.5,Wind,Wind
Port of Barry (Resubmission) - Site 1,51.3962,-3.2543,4.5,Solar,Solar
BIOSSENCE SOLAR PARK,51.3202,0.4816,4.5,Solar,Solar
Loscar,53.3145,-1.236,4.5,Wind,Wind
Llyn Celyn,52.9438,-3.6712,4.5,Hydro,Hydro
Lovedean Farm,50.9121,-1.0341,4.5,Solar,Solar
Ockendon 'B' Landfill Scheme,51.5141,0.3117,4.5,Waste,Biomass
Coventry,52.3962,-1.4915,4.5,Waste,Biomass
Durrants Farm Solar,50.7099,-1.3664,4.5,Solar,Solar
Keith Hill (resubmission),55.8173,-2.8255,4.5,Wind,Wind
North Yell Wind Farm (Garth Community Wind Farm),60.6661,-1.0052,4.5,Wind,Wind
Brookhurst Wood (Waste AD),51.1028,-0.3263,4.5,Biomass,Biomass
Southill Solar (resubmission),51.8588,-1.475,4.5,Solar,Solar
Collacott Farm,51.0534,-4.1253,4.5,Solar,Solar
West Quarry,53.5817,-2.7235,4.5,Waste,Biomass
New Barn Farm - Burnley,53.7732,-2.3034,4.5,Wind,Wind
Marston,52.9692,-0.6907,4.51,Solar,Solar
Goonhilly Solar,50.0465,-5.218,4.51,Solar,Solar
Cleave Farm,51.0039,-4.1408,4.56,Solar,Solar
Maes Bach,51.5639,-3.2916,4.56,Solar,Solar
Puriton,51.1757,-2.9675,4.57,Solar,Solar
Greenhill Croft,57.5946,-2.2011,4.6,Wind,Wind
Haddo,57.4287,-2.3076,4.6,Wind,Wind
Bentwaters CHP,52.1299,1.4303,4.6,Biomass,Biomass
Toyota Solar Farm,52.8771,-1.5746,4.6,Solar,Solar
Parklands,51.5574,-2.5519,4.6,Solar,Solar
Brotherton (formerly Paul Matthew Hill wind turbines),56.8147,-2.3718,4.6,Wind,Wind
Strath of Brydock,57.6262,-2.5811,4.6,Wind,Wind
Newton Marsh Wind Project,53.5093,0.009,4.6,Wind,Wind
Ballymena,54.8795,-6.2332,4.6,Wind,Wind
Muirake,57.6114,-2.7244,4.6,Wind,Wind
Clondermot Turbines,54.9679,-7.3129,4.6,Wind,Wind
Mossmorran,56.0905,-3.3177,4.6,Wind,Wind
Milton of Fisherie Wind Cluster,57.6204,-2.4191,4.6,Wind,Wind
The Michelin Tyre Factory - Ballymena,54.8728,-6.1986,4.6,Wind,Wind
Land East Of Honeysome Road,52.4569,0.0393,4.6,Solar,Solar
Land at Beech Farm,51.6054,-1.7366,4.6,Solar,Solar
Standford Hill,51.395,0.8509,4.6,Wind,Wind
Netherton of Windyhills,57.6027,-2.8559,4.6,Wind,Wind
Ystgellog Farm Wind Farm,53.3938,-4.4003,4.6,Wind,Wind
Woodlands Barton Wind Project,50.4253,-4.8141,4.6,Wind,Wind
Yonderton Wind Cluster,57.587,-2.4166,4.6,Wind,Wind
Grange Solar Farm,53.0282,-0.8145,4.6,Solar,Solar
Droop Hill Wind Farm x,56.9229,-2.4007,4.6,Wind,Wind
Far Old Park Farm Wind Farm,54.1839,-3.1814,4.6,Wind,Wind
Barton Close Solar Park,51.1539,-4.174,4.61,Solar,Solar
Monty's Farm  Taunton,51.0319,-3.1666,4.61,Solar,Solar
Trickey Warren,50.9269,-3.1381,4.63,Solar,Solar
Oakham,51.5458,-2.5796,4.64,Solar,Solar
Knockworthy Farm Solar Park,50.9853,-4.1224,4.65,Solar,Solar
Raglington Farm Solar Park,50.9179,-1.2323,4.65,Solar,Solar
Little Irchester,52.2894,-0.6548,4.68,Solar,Solar
Turves/Burtnhouse Solar Farm extension,52.5295,-0.0262,4.7,Solar,Solar
FPV00411EN Bracknell Forest,51.455,-0.695,4.7,Solar,Solar
Anthony Estate Solar Farm - resubmission,50.3502,-4.2498,4.7,Solar,Solar
Land off Ford Lane,51.3058,0.3443,4.7,Solar,Solar
Brook Hall Farm (resubmission),51.2802,-2.214,4.7,Solar,Solar
Mynydd Y Gwrhyd Windfarm (resubmission),51.7784,-3.8472,4.7,Wind,Wind
Lowca Wind Farm,54.5974,-3.571,4.7,Wind,Wind
Nanterrow Farm,50.2179,-5.3681,4.7,Solar,Solar
Land at Dayfields Farm,53.0269,-1.6572,4.7,Solar,Solar
National Wind Turbine Test Site,55.6907,-4.2844,4.7,Wind,Wind
Pen Rhiw,51.6725,-3.3811,4.75,Solar,Solar
Upper Clayhill,50.9159,0.0554,4.75,Solar,Solar
Bentley Estate,50.9335,0.1108,4.78,Solar,Solar
Rainbow,52.0702,-1.861,4.79,Solar,Solar
Teeside Green Energy Plant (Waste AD),54.5815,-1.2469,4.8,Biomass,Biomass
Nissan Test Track,54.9206,-1.4669,4.8,Solar,Solar
Bambers,53.3213,0.2384,4.8,Wind,Wind
STRETE FARM SOLAR FARM,50.7459,-3.3587,4.8,Solar,Solar
Ryston Estate Solar Park,52.5944,0.3953,4.8,Solar,Solar
Liverton Farm,50.6339,-3.3711,4.8,Solar,Solar
Kirkby Moor,54.2575,-3.1357,4.8,Wind,Wind
Red Hill Farm,50.9549,-3.3028,4.8,Solar,Solar
Pogbie Wind Farm 2,55.8395,-2.8421,4.8,Wind,Wind
Wraysbury Landfill,51.4478,-0.5433,4.8,Solar,Solar
Crow Trees Farm,53.1073,-1.2991,4.8,Solar,Solar
VENTNOR ROAD SOLAR PARK,50.642,-1.2043,4.8,Solar,Solar
Trethosa Farm Solar Park,50.3557,-4.8988,4.8,Solar,Solar
Mid Suffolk Home Solar Scheme,52.1541,1.0391,4.8,Solar,Solar
Five Oaks,51.055,-0.441,4.8,Solar,Solar
Morton Wood Farm,52.1813,-1.9568,4.8,Solar,Solar
New Rendy Farm,51.0074,-3.2012,4.8,Solar,Solar
Crookedstone,54.6707,-6.1985,4.83,Solar,Solar
Wyld Meadow Solar Park,50.7792,-2.9354,4.84,Solar,Solar
Oak Cottage,51.8233,-4.8613,4.87,Solar,Solar
Grantham Solar Park,52.9712,-0.7225,4.88,Solar,Solar
Temple Normanton (England),53.2071,-1.3724,4.89,Solar,Solar
Grange Farm Solar Farm,51.0059,-3.2219,4.9,Solar,Solar
Stob House Farm,54.6333,-1.2958,4.9,Solar,Solar
Newport (Began Road),51.5508,-3.1003,4.9,Solar,Solar
Hill of Lybster,58.6024,-3.6881,4.9,Wind,Wind
Ebbsfleet Farm Solar Farm,51.3157,1.3458,4.9,Solar,Solar
Enderby Warren Phase II,52.597,-1.2101,4.9,Waste,Biomass
Dale Farm,54.6538,-6.7392,4.9,Solar,Solar
Woodlands Barton Solar Farm,50.4239,-4.8051,4.9,Solar,Solar
Staining Wood Farm,53.7805,-2.9599,4.9,Solar,Solar
Lower End Farm,51.3066,-2.0387,4.9,Solar,Solar
Upper Pant-Ysgawen Farm/Crumlin,51.6718,-3.1523,4.9,Solar,Solar
Skegness Solar Park,53.1551,0.2965,4.9,Solar,Solar
Place Barton Farm,50.3601,-3.7473,4.9,Solar,Solar
Nefyn (Tyddyn Cae),52.9138,-4.4789,4.92,Solar,Solar
Fanny House,54.0521,-2.8783,4.94,Solar,Solar
Skylark,52.2012,-0.0735,4.94,Solar,Solar
Ashby,52.7227,-1.4853,4.95,Solar,Solar
30 Acres,53.2062,-1.1968,4.96,Solar,Solar
Askern,53.6208,-1.1602,4.97,Solar,Solar
Church Farm - Slapton,51.8718,-0.6326,4.98,Solar,Solar
Brackagh Quarry,54.8112,-6.7082,4.98,Wind,Wind
Blue House,54.6326,-1.2684,4.98,Solar,Solar
Bodmin,50.4835,-4.7335,4.98,Solar,Solar
Cotgrave,52.918,-1.05,4.98,Solar,Solar
Stripe,54.4175,-1.6989,4.98,Solar,Solar
East Appleton,54.3569,-1.6374,4.98,Solar,Solar
Ellough Solar Farm Phase Two,52.4388,1.6059,4.99,Solar,Solar
Thornborough Grounds (England),52.0078,-0.9272,4.99,Solar,Solar
Bowden Lane Solar Park,50.9818,-2.4287,4.99,Solar,Solar
Higher Hill Solar Park,51.0763,-2.6892,4.99,Solar,Solar
Wilburton,52.3449,0.1662,4.99,Solar,Solar
Chittering,52.3152,0.2177,4.99,Solar,Solar
Lee Moor,50.4472,-4.0131,4.99,Solar,Solar
Woden Park,51.4679,-3.2432,4.99,Solar,Solar
Common Farm,51.5353,-1.8036,4.99,Solar,Solar
Cwrt Henllys,51.6214,-3.0794,4.99,Solar,Solar
Manor Farm Eggington,50.3371,-4.8363,4.99,Solar,Solar
Bedborough,50.8173,-1.9243,4.99,Solar,Solar
Moorhouse Farm,54.614,-3.53,5.0,Solar,Solar
Forest Heath Solar Farm,52.2794,0.3914,5.0,Solar,Solar
Astley Solar Farm,52.4672,-2.3239,5.0,Solar,Solar
Jubilee Farm  Barnby Moor,53.3659,-1.033,5.0,Solar,Solar
Trowle Common,51.3265,-2.2331,5.0,Solar,Solar
Burrowton Farm,50.7613,-3.4208,5.0,Solar,Solar
The Old Airfield,52.6919,1.1039,5.0,Solar,Solar
Cantelupe Solar Farm,52.1721,0.0673,5.0,Solar,Solar
Jordanston Solar Farm,51.6754,-4.7959,5.0,Solar,Solar
Manor Farm - Shripney,50.8148,-0.6825,5.0,Solar,Solar
Meadow Farm (Thorpe Lanton),52.5433,0.544,5.0,Solar,Solar
Ffos Las,51.725,-4.2386,5.0,Solar,Solar
Lower Venn Farm,52.1386,-2.6694,5.0,Solar,Solar
Invergordon Pellet Mill,57.7054,-4.1599,5.0,Biomass,Biomass
Clapton Farm Solar Park,51.0567,-2.3472,5.0,Solar,Solar
Melton Waste Park (resubmission),53.7172,-0.5336,5.0,Wind,Wind
Bury Green Farm Solar,52.4514,-0.137,5.0,Solar,Solar
Merston,50.8181,-0.7317,5.0,Solar,Solar
Mill Farm (resubmission),51.9074,-0.0466,5.0,Solar,Solar
Winham Farm - resubmission,50.8245,-3.3974,5.0,Solar,Solar
Middle Treworder Farm,50.5036,-4.8437,5.0,Solar,Solar
Ford Farm Solar Farm,50.4796,-4.3783,5.0,Solar,Solar
Canopus Farm,53.0099,-0.055,5.0,Solar,Solar
The Manor of Cadland Estate,50.8051,-1.3603,5.0,Solar,Solar
Manor Farm (Horton),52.1752,-0.7804,5.0,Solar,Solar
The Breck,53.2813,-1.3619,5.0,Solar,Solar
Manor Farm (Dorset),51.0541,-2.3179,5.0,Solar,Solar
Decoy Farm,52.698,-0.1329,5.0,Solar,Solar
Twin Yards Solar Farm,53.1188,-1.3214,5.0,Solar,Solar
Mamhilad Solar Farm,51.7126,-2.9935,5.0,Solar,Solar
Malmesbury Solar,51.6243,-2.1089,5.0,Solar,Solar
Middle Balbeggie,56.1479,-3.1467,5.0,Solar,Solar
Misson Solar Farm,53.4454,-0.981,5.0,Solar,Solar
Flixborough Industrial Estate,53.6201,-0.6947,5.0,Solar,Solar
Tump Solar Farm,51.6451,-2.653,5.0,Solar,Solar
Kentishes Solar Farm,51.9059,0.6024,5.0,Solar,Solar
Moneystone Quarry Solar Farm (resubmission),53.0133,-1.9333,5.0,Solar,Solar
Airfield Farm PV,52.4746,0.9501,5.0,Solar,Solar
Caldecote Manor Farm,52.2104,-0.2071,5.0,Solar,Solar
Aspatria Creamery,54.7581,-3.3309,5.0,Biomass,Biomass
Turves Solar Farm (Resubmission),52.5303,-0.0262,5.0,Solar,Solar
Baglan Bay Solar Farm - Phase 1,51.6094,-3.8295,5.0,Solar,Solar
Sywell (England),52.3033,-0.7775,5.0,Solar,Solar
Marshborough Farm solar park (resubmission),51.2774,1.3072,5.0,Solar,Solar
Kernow Solar Farm,50.4298,-5.0054,5.0,Solar,Solar
Fields Farm (Agden),52.9957,-2.7248,5.0,Solar,Solar
The Kickles,52.0962,-0.7429,5.0,Solar,Solar
Mill Hill Farm,54.0956,-1.0323,5.0,Solar,Solar
Caddington Solar Farm (Phase 2),51.8564,-0.4686,5.0,Solar,Solar
Balhearty Solar,56.143,-3.712,5.0,Solar,Solar
Bake Farm Solar Park,51.0483,-1.8335,5.0,Solar,Solar
Gravel Works  Wasing Estate,51.3797,-1.1932,5.0,Solar,Solar
Lower Marsh Farm,51.0667,-3.1167,5.0,Solar,Solar
Galton Manor Solar Park,50.6699,-2.3064,5.0,Solar,Solar
Land Parcel North of Goddards,50.977,-0.1684,5.0,Solar,Solar
Land Opposite Tyn Y Pistyll,52.9874,-3.0704,5.0,Solar,Solar
Land of coal pit lane,53.9275,-2.2596,5.0,Solar,Solar
