index,label
S0502PR_C03_128E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit
S2602_C03_013E,Adult correctional facilities!!Total population!!SEX AND AGE!!85 years and over
S0701_C03_052E,"Moved; from different county, same state!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
S0802_C04_091E,Public transportation (excluding taxicab)!!Workers 16 years and over in households
S2414_C03_024E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
S0506_C05_042E,"Foreign born; Born in Caribbean!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
S2503_C03_013E,Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars)
S2601APR_C03_085E,Institutionalized group quarters population!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force
S2602_C03_014E,Adult correctional facilities!!Total population!!SEX AND AGE!!Under 18 years
S0502PR_C03_127E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units
S2412_C03_006E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
S2603_C01_058E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the United States!!Different county!!Different state
S0701_C03_051E,"Moved; from different county, same state!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
S0802_C04_092E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units
S2414_C03_025E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
S0506_C05_041E,Foreign born; Born in Caribbean!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
S2503_C03_012E,"Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more"
S2601APR_C03_084E,Institutionalized group quarters population!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force
S2602_C03_015E,Adult correctional facilities!!Total population!!SEX AND AGE!!Under 18 years!!Male
S2603_C01_057E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the United States!!Different county!!Same state
S2412_C03_007E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
S0701_C03_050E,"Moved; from different county, same state!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!Below 100 percent of the poverty level"
S0502PR_C03_126E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units
S2602_C03_016E,Adult correctional facilities!!Total population!!SEX AND AGE!!Under 18 years!!Female
S2902_C02_003E,Percent!!Citizens 18 years and over!!AGE!!30 to 44 years
S0501_C02_011E,Native!!Total population!!SEX AND AGE!!75 to 84 years
S2414_C03_026E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Other services, except public administration"
S0802_C04_093E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units
S1401_C05_019E,In private school!!Population 15 to 17
S0506_C05_040E,Foreign born; Born in Caribbean!!MARITAL STATUS!!Population 15  years and over!!Widowed
S2601A_C03_107E,Institutionalized group quarters population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over
S2504_C06_010E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019
S2603_C06_007E,College/university housing!!Total population!!SEX AND AGE!!25 to 34 years
S2602_C03_017E,Adult correctional facilities!!Total population!!SEX AND AGE!!65 years and over
S0501_C02_012E,Native!!Total population!!SEX AND AGE!!85 years and over
S2414_C03_027E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Public administration"
S0802_C04_094E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available
S2601A_C03_106E,Institutionalized group quarters population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people
S2504_C06_011E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009
S2902_C02_002E,Percent!!Citizens 18 years and over!!AGE!!18 to 29 years
S0701_C03_056E,"Moved; from different county, same state!!PERCENT ALLOCATED!!Residence 1 year ago"
S2603_C06_006E,College/university housing!!Total population!!SEX AND AGE!!18 to 24 years
S2412_C03_001E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings"
S2602_C03_018E,Adult correctional facilities!!Total population!!SEX AND AGE!!65 years and over!!Male
S2504_C06_012E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999
S0802_C04_095E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available
S1401_C05_017E,In private school!!Population 10 to 14 years
S2601A_C03_109E,Institutionalized group quarters population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!65 years and over
S2601APR_C03_089E,Institutionalized group quarters population!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces
S2902_C02_001E,Percent!!Citizens 18 years and over
S0701_C03_055E,"Moved; from different county, same state!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units"
S2603_C06_005E,College/university housing!!Total population!!SEX AND AGE!!15 to 17 years
S2412_C03_002E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:"
S2602_C03_019E,Adult correctional facilities!!Total population!!SEX AND AGE!!65 years and over!!Female
S0501_C02_010E,Native!!Total population!!SEX AND AGE!!65 to 74 years
S2504_C06_013E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979
S0802_C04_096E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available
S1401_C05_018E,In private school!!Population 10 to 14 years!!10 to 14 year olds enrolled in school
S2601A_C03_108E,Institutionalized group quarters population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 to 64 years
S2601APR_C03_088E,Institutionalized group quarters population!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force
S0701_C03_054E,"Moved; from different county, same state!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units"
S2603_C06_004E,College/university housing!!Total population!!SEX AND AGE!!Under 15 years
S2412_C03_003E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
S2902_C02_007E,Percent!!Citizens 18 years and over!!SEX!!Female
S0501_C02_015E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0502PR_C03_121E,Foreign born; Entered 2000 to 2009!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only
S2504_C06_014E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959
S2601A_C03_102E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars):!!Female
S0802_C04_097E,Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available
S2503_C03_019E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,500 to $1,999"
S0502PR_C03_120E,Foreign born; Entered 2000 to 2009!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years
S0501_C02_016E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S2902_C02_006E,Percent!!Citizens 18 years and over!!SEX!!Male
S2504_C06_015E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier
S2601A_C03_101E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars):!!Male
S0802_C04_098E,Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Means of transportation to work
S2503_C03_018E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,000 to $1,499"
S0501_C02_013E,Native!!Total population!!SEX AND AGE!!Median age (years)
S2504_C06_016E,Percent renter-occupied housing units!!Occupied housing units!!ROOMS!!1 room
S2902_C02_005E,Percent!!Citizens 18 years and over!!AGE!!65 years and over
S0802_C04_099E,Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Time of departure to go to work
S2601A_C03_105E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With Food Stamp/SNAP benefits
S2603_C06_009E,College/university housing!!Total population!!SEX AND AGE!!45 to 54 years
S0501_C02_014E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S2504_C06_017E,Percent renter-occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms
S2902_C02_004E,Percent!!Citizens 18 years and over!!AGE!!45 to 64 years
S2601A_C03_103E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars):!!Male
S2601A_C03_104E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars):!!Female
S2603_C06_008E,College/university housing!!Total population!!SEX AND AGE!!35 to 44 years
S2001_C02_020E,Percent!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree
S2504_C06_018E,Percent renter-occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms
S0804_C03_003E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!20 to 24 years"
S0802_C04_089E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes
S1401_C05_011E,In private school!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school
S2504_C06_019E,Percent renter-occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms
S1401_C05_012E,In private school!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school
S0804_C03_002E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!16 to 19 years"
S2601A_C03_100E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings:!!Female
S0804_C03_001E,"Car, truck, or van -- carpooled!!Workers 16 years and over"
S1401_C05_010E,In private school!!Population enrolled in college or graduate school
S0504_C01_143E,Total!!Renter-occupied housing units
S1401_C05_015E,In private school!!Population 5 to 9 years
S2603_C06_003E,College/university housing!!Total population!!SEX AND AGE!!Female
S1401_C05_016E,In private school!!Population 5 to 9 years!!5 to 9 year olds enrolled in school
S0504_C01_142E,Total!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S2603_C06_002E,College/university housing!!Total population!!SEX AND AGE!!Male
S0504_C01_141E,Total!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S1401_C05_013E,In private school!!Population 3 to 4 years
S2603_C06_001E,College/university housing!!Total population
S0504_C01_140E,Total!!Owner-occupied housing units
S1401_C05_014E,In private school!!Population 3 to 4 years!!3 to 4 year olds enrolled in school
S0505_C04_139E,Foreign born; Born in South Central Asia!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households
S2603_C01_056E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the United States!!Different county
S0505_C04_138E,Foreign born; Born in South Central Asia!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available
S2603_C01_055E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the United States!!Same county
S0505_C04_137E,Foreign born; Born in South Central Asia!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more
S0504_C01_145E,Total!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S0502PR_C03_119E,Foreign born; Entered 2000 to 2009!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family
S0804_C03_009E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Male"
S2603_C01_054E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in the United States
S0505_C04_136E,Foreign born; Born in South Central Asia!!Occupied housing units!!VEHICLES AVAILABLE!!None
S0504_C01_144E,Total!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S0502PR_C03_118E,Foreign born; Entered 2000 to 2009!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only
S2603_C01_053E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same address
S0804_C03_008E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!Median age (years)"
S0505_C04_135E,Foreign born; Born in South Central Asia!!Occupied housing units!!1.01 or more occupants per room
S2603_C01_052E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
S0804_C03_007E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!60 years and over"
S0505_C04_134E,Foreign born; Born in South Central Asia!!Occupied housing units!!Median number of rooms
S2603_C01_051E,Total population!!DISABILITY STATUS!!Population 65 years and over!!With a disability
S0804_C03_006E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!55 to 59 years"
S0505_C04_133E,Foreign born; Born in South Central Asia!!Occupied housing units!!ROOMS!!8 or more rooms
S0804_C03_005E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!45 to 54 years"
S2603_C01_050E,Total population!!DISABILITY STATUS!!Population 65 years and over
S0506_C05_049E,Foreign born; Born in Caribbean!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
S0505_C04_132E,Foreign born; Born in South Central Asia!!Occupied housing units!!ROOMS!!6 or 7 rooms
S0804_C03_004E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!AGE!!25 to 44 years"
S0506_C05_036E,Foreign born; Born in Caribbean!!MARITAL STATUS!!Population 15  years and over
S2503_C03_027E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent"
S0505_C04_131E,Foreign born; Born in South Central Asia!!Occupied housing units!!ROOMS!!4 or 5 rooms
S2601APR_C03_095E,"Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, extraction, and maintenance occupations"
S0502PR_C03_137E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!VEHICLES AVAILABLE!!None
S0506_C05_035E,Foreign born; Born in Caribbean!!Foreign-born population!!Average family size
S2503_C03_026E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent"
S0505_C04_130E,Foreign born; Born in South Central Asia!!Occupied housing units!!ROOMS!!2 or 3 rooms
S2601APR_C03_094E,Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations
S0502PR_C03_136E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!1.01 or more occupants per room
S2503_C03_029E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999"
S0506_C05_034E,Foreign born; Born in Caribbean!!Foreign-born population!!Average  household size
S2601APR_C03_093E,Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations
S0501_C02_029E,Native!!MARITAL STATUS!!Population 15  years and over!!Never married
S0502PR_C03_135E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!Median number of rooms
S0506_C05_033E,Foreign born; Born in Caribbean!!Foreign-born population!!HOUSEHOLD TYPE!!In other households
S2503_C03_028E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more"
S2603_C01_049E,Total population!!DISABILITY STATUS!!Population 18 to 64 years!!No disability
S2601APR_C03_092E,"Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
S0502PR_C03_134E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!ROOMS!!8 or more rooms
S2414_C03_010E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Transportation and warehousing, and utilities:!!Transportation and warehousing"
S0506_C05_032E,Foreign born; Born in Caribbean!!Foreign-born population!!HOUSEHOLD TYPE!!In married-couple family
S2601APR_C03_099E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings:!!Male
S2503_C03_023E,Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!No cash rent
S2603_C01_048E,Total population!!DISABILITY STATUS!!Population 18 to 64 years!!With a disability
S2412_C03_016E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
S0701_C03_041E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
S2414_C03_011E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Transportation and warehousing, and utilities:!!Utilities"
S0506_C05_031E,"Foreign born; Born in Caribbean!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2601APR_C03_098E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars)
S2503_C03_022E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$3,000 or more"
S2602_C03_001E,Adult correctional facilities!!Total population
S2412_C03_017E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
S2603_C01_047E,Total population!!DISABILITY STATUS!!Population 18 to 64 years
S0701_C03_040E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
S2414_C03_012E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Information"
S2503_C03_025E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000"
S0506_C05_030E,Foreign born; Born in Caribbean!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2601APR_C03_097E,Institutionalized group quarters population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals
S0502PR_C03_139E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available
S2603_C01_046E,Total population!!DISABILITY STATUS!!Total population!!With a disability
S2602_C03_002E,Adult correctional facilities!!Total population!!SEX AND AGE!!Male
S2412_C03_018E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Service occupations:"
S2412_C03_019E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Service occupations:!!Healthcare support occupations"
S2414_C03_013E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:"
S2503_C03_024E,Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Median (dollars)
S2601APR_C03_096E,"Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
S2602_C03_003E,Adult correctional facilities!!Total population!!SEX AND AGE!!Female
S0502PR_C03_138E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more
S2603_C01_045E,Total population!!DISABILITY STATUS!!Total population
S2902_C02_015E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school degree or higher
S0501_C02_023E,"Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S1401_C05_007E,In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!High school: grade 9 to grade 12
S2414_C03_014E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:!!Finance and insurance"
S2602_C03_004E,Adult correctional facilities!!Total population!!SEX AND AGE!!Under 15 years
S0701_C03_045E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
S2412_C03_012E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
S0501_C02_024E,Native!!Total population!!HOUSEHOLD TYPE!!In married-couple family
S2602_C03_005E,Adult correctional facilities!!Total population!!SEX AND AGE!!15 to 17 years
S2902_C02_014E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree
S2414_C03_015E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:!!Real estate and rental and leasing"
S1401_C05_008E,"In private school!!Population 3 years and over enrolled in school!!College, undergraduate"
S0701_C03_044E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
S2412_C03_013E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
S0501_C02_021E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2602_C03_006E,Adult correctional facilities!!Total population!!SEX AND AGE!!18 to 24 years
S1401_C05_005E,In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 1 to grade 4
S2414_C03_016E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:"
S0701_C03_043E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
S2902_C02_013E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree
S2412_C03_014E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
S2602_C03_007E,Adult correctional facilities!!Total population!!SEX AND AGE!!25 to 34 years
S2504_C06_001E,Percent renter-occupied housing units!!Occupied housing units
S0501_C02_022E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S1401_C05_006E,In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Elementary: grade 5 to grade 8
S2414_C03_017E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services"
S2902_C02_012E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Associate's degree
S2412_C03_015E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
S0701_C03_042E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
S2902_C02_019E,Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months at or above the poverty level
S0501_C02_027E,Native!!Total population!!Average family size
S0502PR_C03_133E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!ROOMS!!6 or 7 rooms
S2602_C03_008E,Adult correctional facilities!!Total population!!SEX AND AGE!!35 to 44 years
S0701_C03_049E,"Moved; from different county, same state!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined"
S2504_C06_002E,"Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, detached"
S2414_C03_018E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises"
S2902_C02_018E,Percent!!Citizens 18 years and over!!POVERTY STATUS!!Income in the past 12 months below poverty level
S2602_C03_009E,Adult correctional facilities!!Total population!!SEX AND AGE!!45 to 54 years
S0502PR_C03_132E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!ROOMS!!4 or 5 rooms
S2504_C06_003E,"Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, attached"
S0701_C03_048E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
