EUBWID,label,year,classificationLabel,regime,classificationType
ukj4209-11950,Sheerness,2007,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2007,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2008,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2008,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2009,Minimum,1976 directive,actual assessment
ukj4209-11950,Sheerness,2009,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2010,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2010,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2011,Minimum,1976 directive,actual assessment
ukj4209-11950,Sheerness,2011,Good,2006 directive,projected assessment
ukj4209-11950,Sheerness,2012,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2012,Good,2006 directive,projected assessment
ukj4209-11950,Sheerness,2013,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2013,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2014,Higher,1976 directive,actual assessment
ukj4209-11950,Sheerness,2014,Excellent,2006 directive,projected assessment
ukj4209-11950,Sheerness,2015,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2016,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2017,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2018,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2019,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2021,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2022,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2023,Excellent,2006 directive,actual assessment
ukj4209-11950,Sheerness,2024,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2010,Higher,1976 directive,actual assessment
ukj4209-11975,Minster Leas,2010,Good,2006 directive,projected assessment
ukj4209-11975,Minster Leas,2011,Minimum,1976 directive,actual assessment
ukj4209-11975,Minster Leas,2011,Good,2006 directive,projected assessment
ukj4209-11975,Minster Leas,2012,Higher,1976 directive,actual assessment
ukj4209-11975,Minster Leas,2012,Good,2006 directive,projected assessment
ukj4209-11975,Minster Leas,2013,Higher,1976 directive,actual assessment
ukj4209-11975,Minster Leas,2013,Good,2006 directive,projected assessment
ukj4209-11975,Minster Leas,2014,Higher,1976 directive,actual assessment
ukj4209-11975,Minster Leas,2014,Good,2006 directive,projected assessment
ukj4209-11975,Minster Leas,2015,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2016,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2017,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2018,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2019,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2021,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2022,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2023,Excellent,2006 directive,actual assessment
ukj4209-11975,Minster Leas,2024,Good,2006 directive,actual assessment
ukj4209-12000,Leysdown,2004,Minimum,1976 directive,actual assessment
ukj4209-12000,Leysdown,2004,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2005,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2005,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2006,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2006,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2007,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2007,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2008,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2008,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2009,Minimum,1976 directive,actual assessment
ukj4209-12000,Leysdown,2009,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2010,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2010,Sufficient,2006 directive,projected assessment
ukj4209-12000,Leysdown,2011,Minimum,1976 directive,actual assessment
ukj4209-12000,Leysdown,2011,Sufficient,2006 directive,projected assessment
ukj4209-12000,Leysdown,2012,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2012,Sufficient,2006 directive,projected assessment
ukj4209-12000,Leysdown,2013,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2013,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2014,Higher,1976 directive,actual assessment
ukj4209-12000,Leysdown,2014,Good,2006 directive,projected assessment
ukj4209-12000,Leysdown,2015,Excellent,2006 directive,actual assessment
ukj4209-12000,Leysdown,2016,Good,2006 directive,actual assessment
ukj4209-12000,Leysdown,2017,Excellent,2006 directive,actual assessment
ukj4209-12000,Leysdown,2018,Good,2006 directive,actual assessment
ukj4209-12000,Leysdown,2019,Excellent,2006 directive,actual assessment
ukj4209-12000,Leysdown,2021,Excellent,2006 directive,actual assessment
ukj4209-12000,Leysdown,2022,Good,2006 directive,actual assessment
ukj4209-12000,Leysdown,2023,Good,2006 directive,actual assessment
ukj4209-12000,Leysdown,2024,Good,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2004,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2004,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2005,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2005,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2006,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2006,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2007,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2007,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2008,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2008,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2009,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2009,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2010,Minimum,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2010,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2011,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2011,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2012,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2012,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2013,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2013,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2014,Higher,1976 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2014,Excellent,2006 directive,projected assessment
ukj4210-12300,"Minnis Bay, Birchington",2015,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2016,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2017,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2018,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2019,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2021,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2022,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2023,Excellent,2006 directive,actual assessment
ukj4210-12300,"Minnis Bay, Birchington",2024,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2004,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2004,Good,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2005,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2005,Good,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2006,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2006,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2007,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2007,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2008,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2008,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2009,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2009,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2010,Minimum,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2010,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2011,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2011,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2012,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2012,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2013,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2013,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2014,Higher,1976 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2014,Excellent,2006 directive,projected assessment
ukj4210-12350,"West Bay, Westgate",2015,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2016,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2017,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2018,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2019,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2021,Excellent,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2022,Good,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2023,Sufficient,2006 directive,actual assessment
ukj4210-12350,"West Bay, Westgate",2024,Sufficient,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2004,Minimum,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2004,Sufficient,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2005,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2005,Sufficient,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2006,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2006,Good,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2007,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2007,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2008,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2008,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2009,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2009,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2010,Minimum,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2010,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2011,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2011,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2012,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2012,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2013,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2013,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2014,Higher,1976 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2014,Excellent,2006 directive,projected assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2015,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2016,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2017,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2018,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2019,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2021,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2022,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2023,Excellent,2006 directive,actual assessment
ukj4210-12400,"St Mildred's Bay, Westgate",2024,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2004,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2004,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2005,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2005,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2006,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2006,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2007,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2007,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2008,Minimum,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2008,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2009,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2009,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2010,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2010,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2011,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2011,Excellent,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2012,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2012,Excellent,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2013,Higher,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2013,Excellent,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2014,Minimum,1976 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2014,Good,2006 directive,projected assessment
ukj4210-12450,"Westbrook Bay, Margate",2015,Good,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2016,Good,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2017,Good,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2018,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2019,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2021,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2022,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2023,Excellent,2006 directive,actual assessment
ukj4210-12450,"Westbrook Bay, Margate",2024,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2004,Minimum,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2004,Sufficient,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2005,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2005,Sufficient,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2006,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2006,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2007,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2007,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2008,Minimum,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2008,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2009,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2009,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2010,Minimum,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2010,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2011,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2011,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2012,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2012,Excellent,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2013,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2013,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2014,Higher,1976 directive,actual assessment
ukj4210-12500,Margate The Bay,2014,Good,2006 directive,projected assessment
ukj4210-12500,Margate The Bay,2015,Good,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2016,Good,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2017,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2018,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2019,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2021,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2022,Excellent,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2023,Good,2006 directive,actual assessment
ukj4210-12500,Margate The Bay,2024,Excellent,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2004,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2004,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2005,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2005,Excellent,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2006,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2006,Excellent,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2007,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2007,Excellent,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2008,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2008,Excellent,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2009,Minimum,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2009,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2010,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2010,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2011,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2011,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2012,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2012,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2013,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2013,Good,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2014,Higher,1976 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2014,Excellent,2006 directive,projected assessment
ukj4210-12600,Margate Fulsam Rock,2015,Good,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2016,Good,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2017,Good,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2018,Good,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2019,Excellent,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2021,Excellent,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2022,Excellent,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2023,Excellent,2006 directive,actual assessment
ukj4210-12600,Margate Fulsam Rock,2024,Excellent,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2004,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2004,Good,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2005,Higher,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2005,Sufficient,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2006,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2006,Sufficient,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2007,Higher,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2007,Good,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2008,Higher,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2008,Good,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2009,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2009,Sufficient,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2010,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2010,Sufficient,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2011,Fail,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2011,Poor,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2012,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2012,Poor,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2013,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2013,Poor,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2014,Minimum,1976 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2014,Poor,2006 directive,projected assessment
ukj4210-12630,"Walpole Bay, Margate",2015,Poor,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2016,Poor,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2017,Sufficient,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2018,Sufficient,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2019,Good,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2021,Excellent,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2022,Good,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2023,Good,2006 directive,actual assessment
ukj4210-12630,"Walpole Bay, Margate",2024,Good,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2004,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2004,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2005,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2005,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2006,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2006,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2007,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2007,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2008,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2008,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2009,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2009,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2010,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2010,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2011,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2011,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2012,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2012,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2013,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2013,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2014,Higher,1976 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2014,Excellent,2006 directive,projected assessment
ukj4210-12660,"Botany Bay, Broadstairs",2015,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2016,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2017,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2018,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2019,Good,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2021,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2022,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2023,Excellent,2006 directive,actual assessment
ukj4210-12660,"Botany Bay, Broadstairs",2024,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2004,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2004,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2005,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2005,Good,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2006,Minimum,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2006,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2007,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2007,Good,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2008,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2008,Good,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2009,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2009,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2010,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2010,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2011,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2011,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2012,Minimum,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2012,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2013,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2013,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2014,Higher,1976 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2014,Excellent,2006 directive,projected assessment
ukj4210-12700,"Joss Bay, Broadstairs",2015,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2016,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2017,Good,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2018,Good,2006 directive,actual assessment
